sample	cluster
SRR6113717	2
SRR6113718	2
SRR6113719	2
SRR6113720	2
SRR6113721	2
SRR6113722	2
SRR6113723	2
SRR6113724	2
SRR6113725	2
SRR6113726	2
SRR6113727	2
SRR6113728	2
SRR6113729	2
SRR6113730	2
SRR6113731	2
SRR6113732	2
SRR6113733	2
SRR6113734	2
SRR6113735	2
SRR6113736	2
SRR6113737	2
SRR6113738	0
SRR6113739	0
SRR6113740	0
SRR6113741	0
SRR6113742	0
SRR6113743	0
SRR6113744	0
SRR6113745	0
SRR6113746	2
SRR6113748	2
SRR6113749	2
SRR6113750	2
SRR6113751	2
SRR6113752	2
SRR6113753	2
SRR6113754	2
SRR6113755	2
SRR6113756	2
SRR6113757	2
SRR6113758	2
SRR6113759	2
SRR6113760	2
SRR6113761	2
SRR6113762	2
SRR6113763	2
SRR6113764	2
SRR6113765	2
SRR6113766	2
SRR6113767	2
SRR6113768	2
SRR6113769	2
SRR6113770	2
SRR6113772	2
SRR6113773	2
SRR6113774	2
SRR6113776	2
SRR6113777	2
SRR6113778	2
SRR6113779	2
SRR6113780	2
SRR6113782	2
SRR6113783	2
SRR6113784	2
SRR6113785	2
SRR6113786	2
SRR6113787	2
SRR6113788	2
SRR6113790	2
SRR6113792	2
SRR6113793	2
SRR6113794	2
SRR6113795	2
SRR6113796	2
SRR6113797	2
SRR6113798	2
SRR6113799	2
SRR6113800	2
SRR6113801	2
SRR6113803	2
SRR6113804	2
SRR6113805	2
SRR6113806	2
SRR6113807	2
SRR6113810	2
SRR6113811	2
SRR6113812	2
SRR6113813	2
SRR6113815	2
SRR6113816	2
SRR6113817	2
SRR6113818	2
SRR6113819	2
SRR6113820	2
SRR6113822	2
SRR6113824	2
SRR6113825	2
SRR6113826	2
SRR6113827	2
SRR6113828	2
SRR6113829	2
SRR6113830	2
SRR6113831	2
SRR6113832	2
SRR6113833	2
SRR6113834	2
SRR6113835	2
SRR6113836	2
SRR6113837	2
SRR6113838	2
SRR6113839	2
SRR6113840	2
SRR6113841	2
SRR6113842	2
SRR6113843	2
SRR6113844	2
SRR6113845	2
SRR6113846	2
SRR6113847	2
SRR6113848	2
SRR6113849	2
SRR6113850	0
SRR6113851	0
SRR6113852	0
SRR6113853	0
SRR6113854	0
SRR6113855	0
SRR6113856	0
SRR6113857	0
SRR6113858	0
SRR6113859	0
SRR6113861	0
SRR6113862	0
SRR6113863	0
SRR6113864	0
SRR6113865	0
SRR6113866	0
SRR6113867	0
SRR6113868	0
SRR6113869	0
SRR6113870	0
SRR6113871	0
SRR6113872	0
