sample	cluster
SRR6113495	6
SRR6113496	6
SRR6113497	6
SRR6113498	6
SRR6113499	6
SRR6113500	6
SRR6113501	6
SRR6113502	6
SRR6113503	6
SRR6113504	6
SRR6113505	6
SRR6113506	6
SRR6113507	6
SRR6113508	6
SRR6113509	6
SRR6113510	6
SRR6113511	6
SRR6113512	6
SRR6113513	3
SRR6113514	3
SRR6113515	3
SRR6113516	3
SRR6113517	3
SRR6113518	3
SRR6113519	3
SRR6113520	3
SRR6113521	3
SRR6113522	3
SRR6113523	3
SRR6113524	3
SRR6113525	3
SRR6113526	3
SRR6113527	3
SRR6113528	3
SRR6113529	2
SRR6113530	2
SRR6113531	2
SRR6113532	2
SRR6113533	2
SRR6113534	2
SRR6113535	2
SRR6113536	2
SRR6113537	2
SRR6113538	2
SRR6113539	2
SRR6113540	2
SRR6113541	2
SRR6113542	2
SRR6113543	2
SRR6113544	2
SRR6113545	6
SRR6113546	6
SRR6113547	6
SRR6113548	6
SRR6113549	6
SRR6113550	6
SRR6113551	6
SRR6113552	6
SRR6113553	4
SRR6113554	4
SRR6113555	4
SRR6113556	4
SRR6113557	4
SRR6113558	4
SRR6113559	4
SRR6113560	4
SRR6113561	4
SRR6113562	4
SRR6113563	4
SRR6113564	4
SRR6113565	4
SRR6113566	4
SRR6113567	4
SRR6113568	4
SRR6113569	7
SRR6113570	7
SRR6113571	7
SRR6113572	7
SRR6113573	7
SRR6113574	7
SRR6113575	7
SRR6113576	7
SRR6113577	7
SRR6113578	7
SRR6113579	7
SRR6113580	7
SRR6113581	7
SRR6113582	7
SRR6113583	7
SRR6113584	7
SRR6113585	7
SRR6113586	7
SRR6113587	7
SRR6113588	7
SRR6113589	7
SRR6113590	7
SRR6113591	7
SRR6113592	7
SRR6113593	7
SRR6113594	7
SRR6113595	7
SRR6113596	7
SRR6113597	7
SRR6113598	7
SRR6113599	7
SRR6113600	7
SRR6113601	6
SRR6113602	6
SRR6113603	6
SRR6113604	6
SRR6113605	6
SRR6113606	6
SRR6113607	6
SRR6113608	6
SRR6113609	4
SRR6113610	4
SRR6113611	4
SRR6113612	4
SRR6113613	4
SRR6113614	4
SRR6113615	4
SRR6113616	4
SRR6113617	1
SRR6113618	1
SRR6113619	1
SRR6113620	1
SRR6113621	1
SRR6113622	1
SRR6113624	1
SRR6113625	1
SRR6113626	9
SRR6113627	9
SRR6113628	9
SRR6113629	9
SRR6113630	9
SRR6113631	9
SRR6113632	9
SRR6113633	9
SRR6113634	6
SRR6113635	6
SRR6113636	6
SRR6113637	6
SRR6113638	6
SRR6113639	6
SRR6113640	6
SRR6113641	6
SRR6113642	1
SRR6113643	1
SRR6113644	1
SRR6113645	1
SRR6113646	1
SRR6113647	1
SRR6113648	1
SRR6113649	1
SRR6113650	6
SRR6113651	6
SRR6113652	6
SRR6113653	6
SRR6113654	6
SRR6113655	6
SRR6113656	6
SRR6113657	6
SRR6113658	1
SRR6113659	1
SRR6113660	1
SRR6113661	1
SRR6113662	1
SRR6113663	1
SRR6113664	1
SRR6113665	1
SRR6113666	1
SRR6113667	1
SRR6113668	1
SRR6113669	1
SRR6113670	1
SRR6113671	1
SRR6113672	1
SRR6113673	1
SRR6113674	6
SRR6113675	6
SRR6113677	6
SRR6113678	6
SRR6113679	6
SRR6113680	6
SRR6113681	6
SRR6113682	2
SRR6113683	2
SRR6113684	2
SRR6113685	2
SRR6113687	2
SRR6113688	2
SRR6113689	2
SRR6113690	2
SRR6113691	2
SRR6113692	2
SRR6113693	2
SRR6113694	2
SRR6113695	2
SRR6113696	2
SRR6113697	2
SRR6113699	6
SRR6113701	6
SRR6113703	6
SRR6113704	6
SRR6113705	6
SRR6113708	6
SRR6113709	6
SRR6113710	5
SRR6113711	5
SRR6113712	6
SRR6113714	6
SRR6113715	6
SRR6113716	6
SRR6113717	6
SRR6113718	6
SRR6113719	6
SRR6113720	6
SRR6113721	6
SRR6113722	0
SRR6113723	0
SRR6113724	0
SRR6113725	0
SRR6113726	0
SRR6113727	0
SRR6113728	0
SRR6113729	0
SRR6113730	0
SRR6113731	0
SRR6113732	0
SRR6113733	0
SRR6113734	0
SRR6113735	0
SRR6113736	0
SRR6113737	0
SRR6113738	2
SRR6113739	2
SRR6113740	2
SRR6113741	2
SRR6113742	2
SRR6113743	2
SRR6113744	2
SRR6113745	2
SRR6113746	0
SRR6113748	0
SRR6113749	0
SRR6113750	0
SRR6113751	0
SRR6113752	0
SRR6113753	0
SRR6113754	0
SRR6113755	0
SRR6113756	0
SRR6113757	0
SRR6113758	0
SRR6113759	0
SRR6113760	0
SRR6113761	0
SRR6113762	0
SRR6113763	0
SRR6113764	0
SRR6113765	0
SRR6113766	0
SRR6113767	0
SRR6113768	0
SRR6113769	0
SRR6113770	0
SRR6113772	6
SRR6113773	6
SRR6113774	6
SRR6113776	6
SRR6113777	6
SRR6113778	6
SRR6113779	6
SRR6113780	6
SRR6113782	6
SRR6113783	6
SRR6113784	6
SRR6113785	6
SRR6113786	6
SRR6113787	6
SRR6113788	6
SRR6113790	6
SRR6113792	6
SRR6113793	6
SRR6113794	5
SRR6113795	5
SRR6113796	5
SRR6113797	5
SRR6113798	5
SRR6113799	5
SRR6113800	5
SRR6113801	5
SRR6113803	6
SRR6113804	6
SRR6113805	6
SRR6113806	6
SRR6113807	6
SRR6113810	0
SRR6113811	0
SRR6113812	0
SRR6113813	0
SRR6113815	0
SRR6113816	0
SRR6113817	0
SRR6113818	0
SRR6113819	0
SRR6113820	0
SRR6113822	0
SRR6113824	0
SRR6113825	0
SRR6113826	5
SRR6113827	5
SRR6113828	5
SRR6113829	5
SRR6113830	5
SRR6113831	5
SRR6113832	5
SRR6113833	5
SRR6113834	0
SRR6113835	0
SRR6113836	0
SRR6113837	0
SRR6113838	0
SRR6113839	0
SRR6113840	0
SRR6113841	0
SRR6113842	6
SRR6113843	6
SRR6113844	6
SRR6113845	6
SRR6113846	6
SRR6113847	6
SRR6113848	6
SRR6113849	6
SRR6113850	9
SRR6113851	9
SRR6113852	9
SRR6113853	9
SRR6113854	9
SRR6113855	9
SRR6113856	9
SRR6113857	9
SRR6113858	9
SRR6113859	9
SRR6113861	9
SRR6113862	9
SRR6113863	9
SRR6113864	9
SRR6113865	9
SRR6113866	1
SRR6113867	1
SRR6113868	1
SRR6113869	1
SRR6113870	1
SRR6113871	1
SRR6113872	1
