sample	cluster
SRR6113717	0
SRR6113718	0
SRR6113719	0
SRR6113720	0
SRR6113721	0
SRR6113722	0
SRR6113723	0
SRR6113724	0
SRR6113725	0
SRR6113726	0
SRR6113727	0
SRR6113728	0
SRR6113729	0
SRR6113730	0
SRR6113731	0
SRR6113732	0
SRR6113733	0
SRR6113734	0
SRR6113735	0
SRR6113736	0
SRR6113737	0
SRR6113738	0
SRR6113739	0
SRR6113740	0
SRR6113741	0
SRR6113742	0
SRR6113743	0
SRR6113744	0
SRR6113745	0
SRR6113746	0
SRR6113748	0
SRR6113749	0
SRR6113750	0
SRR6113751	0
SRR6113752	0
SRR6113753	0
SRR6113754	0
SRR6113755	0
SRR6113756	0
SRR6113757	0
SRR6113758	0
SRR6113759	0
SRR6113760	0
SRR6113761	0
SRR6113762	0
SRR6113763	0
SRR6113764	0
SRR6113765	0
SRR6113766	0
SRR6113767	0
SRR6113768	0
SRR6113769	0
SRR6113770	0
SRR6113772	0
SRR6113773	0
SRR6113774	0
SRR6113776	0
SRR6113777	0
SRR6113778	0
SRR6113779	0
SRR6113780	0
SRR6113782	0
SRR6113783	0
SRR6113784	0
SRR6113785	0
SRR6113786	0
SRR6113787	0
SRR6113788	0
SRR6113790	0
SRR6113792	0
SRR6113793	0
SRR6113794	0
SRR6113795	0
SRR6113796	0
SRR6113797	0
SRR6113798	0
SRR6113799	0
SRR6113800	0
SRR6113801	0
SRR6113803	0
SRR6113804	0
SRR6113805	0
SRR6113806	0
SRR6113807	0
SRR6113810	0
SRR6113811	0
SRR6113812	0
SRR6113813	0
SRR6113815	0
SRR6113816	0
SRR6113817	0
SRR6113818	0
SRR6113819	0
SRR6113820	0
SRR6113822	0
SRR6113824	0
SRR6113825	0
SRR6113826	0
SRR6113827	0
SRR6113828	0
SRR6113829	0
SRR6113830	0
SRR6113831	0
SRR6113832	0
SRR6113833	0
SRR6113834	0
SRR6113835	0
SRR6113836	0
SRR6113837	0
SRR6113838	0
SRR6113839	0
SRR6113840	0
SRR6113841	0
SRR6113842	0
SRR6113843	0
SRR6113844	0
SRR6113845	0
SRR6113846	0
SRR6113847	0
SRR6113848	0
SRR6113849	0
SRR6113850	0
SRR6113851	0
SRR6113852	0
SRR6113853	0
SRR6113854	0
SRR6113855	0
SRR6113856	0
SRR6113857	0
SRR6113858	0
SRR6113859	0
SRR6113861	0
SRR6113862	0
SRR6113863	0
SRR6113864	0
SRR6113865	0
SRR6113866	0
SRR6113867	0
SRR6113868	0
SRR6113869	0
SRR6113870	0
SRR6113871	0
SRR6113872	0
