Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KOMP2_Mouse_Phenotypes_2022	Decreased Effector Memory T-helper Cell Number (MP:0013771)	1/11	0.0271653448579923	0.1474823820330627	0	0	40.69387755102041	146.73452100035948	TRIM9
KOMP2_Mouse_Phenotypes_2022	Abnormal Behavior (MP:0004924)	3/262	0.0277222522618538	0.1474823820330627	0	0	4.852788959171938	17.399771177530027	XBP1;RAP2B;NAB2
KOMP2_Mouse_Phenotypes_2022	Fusion Of Vertebral Arches (MP:0004613)	1/12	0.029598761568907	0.1514090495640247	0	0	36.99257884972171	130.2147194065139	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Nail Morphology (MP:0000579)	1/13	0.032026213248763	0.1521245129316243	0	0	33.90816326530612	116.6847899929619	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Autopod Morphology (MP:0000572)	1/13	0.032026213248763	0.1521245129316243	0	0	33.90816326530612	116.6847899929619	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Retina Pigmentation (MP:0005103)	1/15	0.0368632785936063	0.1690626225155048	0	0	29.06122448979592	95.91771596133704	NFYA
KOMP2_Mouse_Phenotypes_2022	Increased Body Weight (MP:0001260)	1/16	0.0392729207344652	0.1732185964760641	0	0	27.12244897959184	87.80133530116419	XBP1
KOMP2_Mouse_Phenotypes_2022	Decreased Body Weight (MP:0001262)	2/129	0.0413519534712599	0.1732185964760641	0	0	6.5036089238845145	20.718128222258283	NFYA;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Decreased Large Unstained Cell Number (MP:0012361)	1/17	0.0416766547912334	0.1732185964760641	0	0	25.426020408163264	80.79916728086499	XBP1
KOMP2_Mouse_Phenotypes_2022	Decreased Bone Mineral Content (MP:0010124)	3/320	0.0458099384745288	0.1765725301219258	0	0	3.953218336801128	12.188777096365673	MINAR2;NFIL3;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Decreased Circulating Cholesterol Level (MP:0005179)	2/137	0.0460802533373535	0.1765725301219258	0	0	6.1157407407407405	18.820401760879264	XBP1;NAB2
KOMP2_Mouse_Phenotypes_2022	Abnormal Maxilla Morphology (MP:0000455)	1/19	0.0464664552952436	0.1765725301219258	0	0	22.598639455782312	69.35578082800635	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Tibia Morphology (MP:0000558)	1/21	0.0512327930672156	0.1863380981975064	0	0	20.336734693877556	60.42807445408675	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Freezing Behavior (MP:0020420)	1/22	0.0536071985992547	0.1863380981975064	0	0	19.367346938775512	56.67024999786951	NAB2
KOMP2_Mouse_Phenotypes_2022	Decreased Grip Strength (MP:0010053)	3/347	0.0558131639245667	0.1863380981975064	0	0	3.637926768926274	10.498130892947236	SDF2L1;NFYA;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Lipid Deposition (MPATH:42)	1/23	0.0559757805878795	0.1863380981975064	0	0	18.4860853432282	53.29235549319145	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Heart Left Ventricle Morphology (MP:0003921)	1/24	0.0583385530130099	0.1863380981975064	0	0	17.68145519077196	50.24171555062859	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Decreased T Cell Number (MP:0005018)	1/24	0.0583385530130099	0.1863380981975064	0	0	17.68145519077196	50.24171555062859	XBP1
KOMP2_Mouse_Phenotypes_2022	Persistence Of Hyaloid Vascular System (MP:0001289)	2/160	0.0606978560721617	0.1863380981975064	0	0	5.219409282700422	14.623985726935691	XBP1;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Fused Cornea And Lens (MP:0001307)	1/26	0.0630467249540435	0.1863380981975064	0	0	16.26530612244898	44.95534064809558	SNAPIN
KOMP2_Mouse_Phenotypes_2022	Decreased Circulating Sodium Level (MP:0005634)	1/26	0.0630467249540435	0.1863380981975064	0	0	16.26530612244898	44.95534064809558	TRIM9
KOMP2_Mouse_Phenotypes_2022	Increased Circulating Fructosamine Level (MP:0010087)	1/26	0.0630467249540435	0.1863380981975064	0	0	16.26530612244898	44.95534064809558	NFYA
KOMP2_Mouse_Phenotypes_2022	Small Thymus (MP:0000706)	1/28	0.0677318256109869	0.194140540111433	0	0	15.058956916099774	40.54171043527237	NFIL3
KOMP2_Mouse_Phenotypes_2022	Inflammation (MPATH:212)	1/29	0.0700657588372089	0.194140540111433	0	0	14.520408163265309	38.5999069065122	NFIL3
KOMP2_Mouse_Phenotypes_2022	Abnormal Joint Morphology (MP:0002932)	1/29	0.0700657588372089	0.194140540111433	0	0	14.520408163265309	38.5999069065122	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Spine Curvature (MP:0004174)	1/30	0.0723939657090184	0.1964979069244785	0	0	14.019000703729768	36.80874147674154	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Bone Mineralization (MP:0002896)	1/32	0.0770332554327668	0.2008906465207449	0	0	13.113232389730086	33.61600807740255	XBP1
KOMP2_Mouse_Phenotypes_2022	Abnormal Cecum Morphology (MP:0000494)	1/32	0.0770332554327668	0.2008906465207449	0	0	13.113232389730086	33.61600807740255	NFIL3
KOMP2_Mouse_Phenotypes_2022	Decreased Spleen Weight (MP:0004953)	1/33	0.0793443657059371	0.2029384738248006	0	0	12.70280612244898	32.18837516559274	TRIM9
KOMP2_Mouse_Phenotypes_2022	Small Superior Vagus Ganglion (MP:0001102)	1/35	0.0839495853612937	0.210665940623624	0	0	11.95438175270108	29.61744503578088	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Decreased Circulating Glucose Level (MP:0005560)	2/204	0.0922833915179302	0.2149733024499172	0	0	4.073432343234323	9.706545652223769	MINAR2;RAP2B
KOMP2_Mouse_Phenotypes_2022	Decreased Red Blood Cell Distribution Width (MP:0010068)	1/39	0.0930924017046572	0.2149733024499172	0	0	10.693877551020408	25.38900533231373	XBP1
KOMP2_Mouse_Phenotypes_2022	Abnormal Vertebrae Morphology (MP:0000137)	1/39	0.0930924017046572	0.2149733024499172	0	0	10.693877551020408	25.38900533231373	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Thigmotaxis (MP:0002797)	1/40	0.0953640965755271	0.2149733024499172	0	0	10.419152276295131	24.485561288951835	NAB2
KOMP2_Mouse_Phenotypes_2022	Abnormal Lung Morphology (MP:0001175)	1/40	0.0953640965755271	0.2149733024499172	0	0	10.419152276295131	24.485561288951835	TRIM9
KOMP2_Mouse_Phenotypes_2022	Eye Hemorrhage (MP:0006203)	1/40	0.0953640965755271	0.2149733024499172	0	0	10.419152276295131	24.485561288951835	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Anxiety-Related Response (MP:0001363)	1/41	0.0976302146847681	0.2164136425512361	0	0	10.158163265306122	23.633660200289185	NAB2
KOMP2_Mouse_Phenotypes_2022	Abnormal Stomach Morphology (MP:0000470)	1/44	0.1043952424647777	0.2251271733006398	0	0	9.448030374940672	21.34849709415977	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Bone Structure (MP:0003795)	2/222	0.1063358451081965	0.2251271733006398	0	0	3.736742424242424	8.374610909283374	MINAR2;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Pancreas Morphology (MP:0001944)	1/45	0.1066391873529346	0.2251271733006398	0	0	9.232838589981448	20.665901611884028	NFIL3
KOMP2_Mouse_Phenotypes_2022	Abnormal Liver Morphology (MP:0000598)	2/228	0.1111433158796152	0.2283932723228703	0	0	3.636430678466077	7.989001019548246	RBM3;NAB2
KOMP2_Mouse_Phenotypes_2022	Abnormal Cholesterol Homeostasis (MP:0005278)	1/48	0.1133380148369131	0.2283932723228703	0	0	8.642205818497612	18.81737166641443	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Decreased Circulating Chloride Level (MP:0003020)	1/48	0.1133380148369131	0.2283932723228703	0	0	8.642205818497612	18.81737166641443	HSPA5
KOMP2_Mouse_Phenotypes_2022	Decreased Circulating Phosphate Level (MP:0000198)	1/54	0.1265883240687765	0.2407879622058666	0	0	7.661532537543319	15.834970375184442	MINAR2
KOMP2_Mouse_Phenotypes_2022	Increased Cornea Thickness (MP:0011962)	1/54	0.1265883240687765	0.2407879622058666	0	0	7.661532537543319	15.834970375184442	NECAP1
KOMP2_Mouse_Phenotypes_2022	Abnormal Digit Morphology (MP:0002110)	1/54	0.1265883240687765	0.2407879622058666	0	0	7.661532537543319	15.834970375184442	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Decreased Bone Mineral Density (MP:0000063)	2/247	0.1267305064241403	0.2407879622058666	0	0	3.3511904761904763	6.922528844430928	MINAR2;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Heart Weight (MP:0002833)	2/253	0.1317582069542016	0.2459401129712894	0	0	3.270086321381142	6.627767796360294	HSPA5;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Tail Morphology (MP:0002111)	1/57	0.1331405122852093	0.2459401129712894	0	0	7.25	14.618539131965724	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Circulating Serum Albumin Level (MP:0002965)	1/58	0.1353138517398134	0.2465307161834957	0	0	7.122448979591836	14.246025949065045	MCF2L
KOMP2_Mouse_Phenotypes_2022	Decreased Circulating Iron Level (MP:0004151)	1/60	0.1396445230534406	0.250982723866319	0	0	6.88031822898651	13.544974303558986	RAP2B
KOMP2_Mouse_Phenotypes_2022	Decreased Lean Body Mass (MP:0003961)	2/276	0.1514388032385622	0.2685514777430503	0	0	2.9920924574209247	5.647794954768845	MINAR2;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Coat Appearance (MP:0001510)	1/67	0.1546351363099914	0.270611488542485	0	0	6.148423005565863	11.477180657220888	RAP2B
KOMP2_Mouse_Phenotypes_2022	Increased Lean Body Mass (MP:0003960)	2/284	0.1584193142173303	0.2736333609208433	0	0	2.9060283687943262	5.354385963176766	XBP1;ZRANB1
KOMP2_Mouse_Phenotypes_2022	Abnormal Cranium Morphology (MP:0000438)	1/72	0.1651856959101235	0.2816237442200222	0	0	5.713998275366484	10.28911103101624	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Optic Disk Morphology (MP:0008259)	1/73	0.1672802691231711	0.2816237442200222	0	0	5.634353741496598	10.074701240888364	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Circulating Potassium Level (MP:0005627)	1/80	0.181798760490535	0.2994978824258896	0	0	5.133298889175924	8.751529842637671	SNAPIN
KOMP2_Mouse_Phenotypes_2022	Embryonic Lethality Prior To Tooth Bud Stage (MP:0013293)	2/311	0.1824009659886996	0.2994978824258896	0	0	2.648462783171521	4.506486301143326	SNAPIN;HSPA5
KOMP2_Mouse_Phenotypes_2022	Abnormal Startle Reflex (MP:0001486)	1/84	0.1899833569114356	0.3081437374295236	0	0	4.884927464961889	8.112979399077096	NFYA
KOMP2_Mouse_Phenotypes_2022	Abnormal Eye Morphology (MP:0002092)	2/328	0.1977743827467704	0.3130997449762424	0	0	2.5081799591002043	4.064827621524088	NFYA;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Hyperactivity (MP:0001399)	3/614	0.1979481513524272	0.3130997449762424	0	0	2.0203015635337955	3.272383749337803	RAP2B;DNAJB5;NAB2
KOMP2_Mouse_Phenotypes_2022	Abnormal Locomotor Behavior (MP:0001392)	1/89	0.2001013407742902	0.3130997449762424	0	0	4.606215213358071	7.411084001248333	GFOD1
KOMP2_Mouse_Phenotypes_2022	Decreased Circulating Triglyceride Level (MP:0002644)	1/91	0.2041137620931186	0.3156643064928462	0	0	4.503401360544218	7.156255051106618	XBP1
KOMP2_Mouse_Phenotypes_2022	Decreased Locomotor Activity (MP:0001402)	2/345	0.2133084926466024	0.3260922933563002	0	0	2.381802721088435	3.6799229289674416	NAB2;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Vocalization (MP:0001529)	1/98	0.2180025137484037	0.3294810719152011	0	0	4.176940879444562	6.362519703204576	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Spleen Weight (MP:0004952)	1/101	0.2238818662412048	0.3345650360683174	0	0	4.051020408163265	6.062906014187368	NFIL3
KOMP2_Mouse_Phenotypes_2022	Increased Mean Corpuscular Hemoglobin Concentration (MP:0005641)	1/104	0.2297178930745814	0.3394719975435482	0	0	3.932435109966317	5.78423168094792	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Monocyte Cell Number (MP:0000220)	1/107	0.2355109070084182	0.3442082487046112	0	0	3.820562187139007	5.524525481436682	MCF2L
KOMP2_Mouse_Phenotypes_2022	Increased Bone Mineral Density (MP:0000062)	1/109	0.239349173739861	0.3460156533413209	0	0	3.749433106575964	5.361058744932435	NFYA
KOMP2_Mouse_Phenotypes_2022	Decreased Leukocyte Cell Number (MP:0000221)	1/121	0.2619853133921213	0.3719705729277828	0	0	3.372448979591837	4.517283552621874	XBP1
KOMP2_Mouse_Phenotypes_2022	Thrombocytopenia (MP:0003179)	1/123	0.2656932663769877	0.3719705729277828	0	0	3.3168283706925394	4.396166676729281	XBP1
KOMP2_Mouse_Phenotypes_2022	Decreased Circulating HDL Cholesterol Level (MP:0000186)	1/123	0.2656932663769877	0.3719705729277828	0	0	3.3168283706925394	4.396166676729281	NAB2
KOMP2_Mouse_Phenotypes_2022	Increased Circulating Sodium Level (MP:0005633)	1/127	0.2730544838638846	0.373056122807	0	0	3.2108843537414966	4.167997377843627	SNAPIN
KOMP2_Mouse_Phenotypes_2022	Hydrometra (MP:0009709)	1/127	0.2730544838638846	0.373056122807	0	0	3.2108843537414966	4.167997377843627	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Circulating Phosphate Level (MP:0001566)	1/128	0.274883458910421	0.373056122807	0	0	3.1854411055760887	4.113704308580095	MCF2L
KOMP2_Mouse_Phenotypes_2022	Increased Circulating Creatinine Level (MP:0005553)	1/133	0.2839609038772722	0.3814828304613859	0	0	3.0640074211502784	3.857336278341556	NFYA
KOMP2_Mouse_Phenotypes_2022	Increased Vertical Activity (MP:0002574)	1/136	0.289353816496661	0.3848405759405591	0	0	2.99546485260771	3.714691124222948	NAB2
KOMP2_Mouse_Phenotypes_2022	Decreased Hematocrit (MP:0000208)	1/139	0.2947069182263764	0.3852536749359692	0	0	2.929902395740905	3.579678317757992	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Blood Urea Nitrogen Level (MP:0005565)	1/141	0.2982536777952956	0.3852536749359692	0	0	2.8877551020408165	3.493637560948428	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Circulating HDL Cholesterol Level (MP:0001556)	1/143	0.3017829564686885	0.3852536749359692	0	0	2.846795056050589	3.410594866305226	HSPA5
KOMP2_Mouse_Phenotypes_2022	Abnormal Spleen Morphology (MP:0000689)	2/441	0.3023292871863985	0.3852536749359692	0	0	1.8518413059984813	2.215243867404547	NFIL3;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Enlarged Kidney (MP:0003068)	1/146	0.307044282279795	0.3852536749359692	0	0	2.7874736101337088	3.291346538126983	TRIM9
KOMP2_Mouse_Phenotypes_2022	Abnormal Thymus Morphology (MP:0000703)	1/146	0.307044282279795	0.3852536749359692	0	0	2.7874736101337088	3.291346538126983	NFIL3
KOMP2_Mouse_Phenotypes_2022	Preweaning Lethality, Incomplete Penetrance (MP:0011110)	3/801	0.3239626113635874	0.395709118740936	0	0	1.5319148936170213	1.7266628939354371	ZRANB1;NECAP1;DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Decreased Hemoglobin Content (MP:0002874)	1/156	0.3243029619756543	0.395709118740936	0	0	2.6063199473337724	2.934917292064671	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Decreased Lymphocyte Cell Number (MP:0005016)	1/156	0.3243029619756543	0.395709118740936	0	0	2.6063199473337724	2.934917292064671	XBP1
KOMP2_Mouse_Phenotypes_2022	Short Tibia (MP:0002764)	1/158	0.3277037968552589	0.3962236816522675	0	0	2.572858442740153	2.8703970097526006	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Abnormal Gait (MP:0001406)	1/160	0.3310878556792401	0.3967088721201706	0	0	2.540238737004236	2.8079075381643523	NAB2
KOMP2_Mouse_Phenotypes_2022	Increased Circulating Cholesterol Level (MP:0005178)	1/176	0.3575660373570176	0.4246096693614584	0	0	2.306122448979592	2.3716975343886144	HSPA5
KOMP2_Mouse_Phenotypes_2022	Increased Leukocyte Cell Number (MP:0000218)	1/178	0.3608027143922477	0.4246616018953004	0	0	2.279833967485299	2.3241173885161555	NFYA
KOMP2_Mouse_Phenotypes_2022	Decreased Circulating Serum Albumin Level (MP:0005419)	1/185	0.3720057294778557	0.4340066843908317	0	0	2.192324755989352	2.1678716160963645	NFYA
KOMP2_Mouse_Phenotypes_2022	Increased Mean Corpuscular Hemoglobin (MP:0005561)	1/190	0.3798898404314479	0.4393508589337614	0	0	2.133786848072562	2.065236730473686	XBP1
KOMP2_Mouse_Phenotypes_2022	Increased Fasting Circulating Glucose Level (MP:0013279)	1/218	0.4222806321196029	0.4768445929693081	0	0	1.8558262014483211	1.5998802666710514	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Decreased Thigmotaxis (MP:0020870)	1/219	0.4237408440429794	0.4768445929693081	0	0	1.847219621793672	1.5860841457604238	RAP2B
KOMP2_Mouse_Phenotypes_2022	Increased Mean Corpuscular Volume (MP:0002590)	1/219	0.4237408440429794	0.4768445929693081	0	0	1.847219621793672	1.5860841457604238	XBP1
KOMP2_Mouse_Phenotypes_2022	Increased Circulating Aspartate Transaminase Level (MP:0005343)	1/221	0.4266504252883283	0.4768445929693081	0	0	1.8302411873840445	1.5589816483293069	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Bone Mineral Content (MP:0010123)	1/233	0.4438079780756616	0.4918871757005249	0	0	1.7345179451090782	1.4090587077635532	XBP1
KOMP2_Mouse_Phenotypes_2022	Decreased Total Body Fat Amount (MP:0010025)	1/254	0.4726309324719437	0.519503421642715	0	0	1.5888521416471728	1.190750087334849	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Increased Startle Reflex (MP:0001488)	1/278	0.5037814900878317	0.5492044113252591	0	0	1.4494216459146836	0.9937418248041268	MCF2L
KOMP2_Mouse_Phenotypes_2022	Enlarged Lymph Nodes (MP:0000702)	1/286	0.5137586327573376	0.5555276272904545	0	0	1.4081632653061225	0.937839142501346	PDIA6
KOMP2_Mouse_Phenotypes_2022	Cataract (MP:0001304)	1/299	0.5295537169907893	0.5679890674175402	0	0	1.3458430352006574	0.8555802368160503	XBP1
KOMP2_Mouse_Phenotypes_2022	Abnormal Auditory Brainstem Response (MP:0004738)	1/309	0.5413605673797975	0.5760076436921047	0	0	1.3014842300556586	0.7986814877643065	MINAR2
KOMP2_Mouse_Phenotypes_2022	Decreased Exploration In New Environment (MP:0001417)	1/319	0.5528768789956165	0.5835922611620397	0	0	1.2599152868694647	0.7466509270127912	NAB2
KOMP2_Mouse_Phenotypes_2022	Increased Grip Strength (MP:0010052)	1/328	0.5629989435283087	0.5895973188131106	0	0	1.2246770267740124	0.7035494301411569	XBP1
KOMP2_Mouse_Phenotypes_2022	Enlarged Spleen (MP:0000691)	1/360	0.5972024324771434	0.6205306524957819	0	0	1.1136945028707863	0.5741085586629435	NFIL3
KOMP2_Mouse_Phenotypes_2022	Abnormal Kidney Morphology (MP:0002135)	1/379	0.6162544539128882	0.6353631191504973	0	0	1.056689342403628	0.5115383719098227	TRIM9
KOMP2_Mouse_Phenotypes_2022	Enlarged Heart (MP:0000274)	1/427	0.6605390288521731	0.6734745053282004	0	0	0.9353262431733256	0.3878789202967048	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Preweaning Lethality, Complete Penetrance (MP:0011100)	4/1785	0.6633470691578515	0.6734745053282004	0	0	0.8870932304762835	0.364113575424592	XBP1;SNAPIN;HSPA5;PDIA6
KOMP2_Mouse_Phenotypes_2022	Abnormal Heart Morphology (MP:0000266)	1/462	0.689632173380234	0.6948566595422054	0	0	0.8627650626411085	0.3206008275262005	DNASE1L2
KOMP2_Mouse_Phenotypes_2022	Embryonic Lethality Prior To Organogenesis (MP:0013292)	1/510	0.7255921900557427	0.7255921900557427	0	0	0.7794795717894231	0.2500314357907431	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Fused Joints MP:0003189	2/11	0.000332063883264561	0.0798021775608101	0	0	92.31944444444444	739.4956618223716	DNASE1L2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Colon Goblet Cell Morphology MP:0013795	2/13	0.00046942457388711873	0.0798021775608101	0	0	75.52651515151516	578.8354329773197	ZRANB1;NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Locomotor Circadian Rhythm MP:0020477	2/13	0.00046942457388711873	0.0798021775608101	0	0	75.52651515151516	578.8354329773197	DBP;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Transitional Stage B Cell Number MP:0008190	2/26	0.0019157650058532	0.1641021966495743	0	0	34.59375	216.47517339281177	PDIA6;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased IgG1 Level MP:0008495	3/99	0.0019479426217578	0.1641021966495743	0	0	13.200797872340424	82.3859356912581	XBP1;NFIL3;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Circulating Cytokine Level MP:0010210	2/29	0.0023818121959682	0.1641021966495743	0	0	30.74537037037037	185.6987673947897	NFIL3;PDIA6
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Vasodilation MP:0005591	2/29	0.0023818121959682	0.1641021966495743	0	0	30.74537037037037	185.6987673947897	IRS2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Increased Bone Resorption MP:0004992	2/31	0.0027192556482504	0.1641021966495743	0	0	28.62212643678161	169.08226656127547	BMAL1;FOSL2
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Circulating Progesterone Level MP:0005185	2/32	0.0028959211173454	0.1641021966495743	0	0	27.666666666666668	161.69650653172428	IRS2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Wavy Neural Tube MP:0000930	2/34	0.0032650074009337	0.1663740892277807	0	0	25.93489583333333	148.46413612460563	XBP1;MTHFD1L
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Cell Physiology MP:0005621	4/261	0.004076213034781	0.1663740892277807	0	0	6.663170360345119	36.66467393290241	SNAPIN;HSPH1;CALR;SCAMP1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Cornea Morphology MP:0001312	3/130	0.0042087165784917	0.1663740892277807	0	0	9.962975372759256	54.50342845051205	NFIL3;NAB2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Cornea Vascularization MP:0005542	2/43	0.0051806911627924	0.1663740892277807	0	0	20.23272357723577	106.48111760263689	NFIL3;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Follicular B Cell Number MP:0008174	2/47	0.0061625935135597	0.1663740892277807	0	0	18.43055555555556	93.79784429037068	PDIA6;BMAL1
